N,DEWP,TEMP,PRES,WIND_SPEED,SNOW,RAIN,PM25,PM25
2535,3,12,1021,95.21,0,0,143,143
2536,4,12,1020,98.34,0,0,144,144
2537,4,11,1019,101.47,0,0,156,156
2538,5,11,1018,103.26,0,0,161,161
2539,5,11,1018,105.05,0,0,140,140
2540,5,11,1018,108.18,0,0,134,134
2541,5,11,1018,109.97,0,0,138,138
2542,5,11,1018,0.89,0,0,184,184
2543,5,10,1018,1.79,0,0,223,223
2544,5,10,1018,3.58,0,0,212,212
2545,5,10,1018,0.89,0,0,206,206
2546,6,10,1016,1.79,0,0,212,212
2547,6,9,1016,0.89,0,0,209,209
2548,7,9,1016,2.68,0,0,198,198
2549,7,9,1015,4.47,0,0,192,192
2550,6,8,1015,6.26,0,0,184,184
2551,7,8,1014,0.89,0,0,177,177
2552,7,9,1015,0.45,0,0,183,183
2553,6,10,1015,0.9,0,0,184,184
2554,6,11,1014,1.79,0,0,195,195
2555,6,13,1014,1.79,0,0,209,209
2556,6,14,1013,1.79,0,0,200,200
2557,6,16,1012,2.68,0,0,207,207
2558,6,18,1011,1.79,0,0,215,215
2559,6,19,1011,1.79,0,0,229,229
2560,6,19,1010,3.13,0,0,248,248
2561,6,20,1009,6.26,0,0,255,255
2562,6,20,1009,9.39,0,0,268,268
2563,7,19,1010,12.52,0,0,264,264
2564,7,17,1011,0.45,0,0,257,257
2565,7,16,1011,0.89,0,0,300,300
2566,7,14,1012,2.68,0,0,309,309
2567,8,13,1012,4.47,0,0,331,331
2568,8,14,1011,6.26,0,0,351,351
2569,8,14,1011,7.15,0,0,389,389
2570,8,14,1011,0.89,0,0,385,385
2571,9,12,1011,2.68,0,0,382,382
2572,9,14,1011,1.79,0,0,382,382
2573,8,13,1011,3.58,0,0,369,369
2574,8,13,1012,5.37,0,0,343,343
2575,8,14,1012,8.5,0,0,342,342
2576,8,14,1014,10.29,0,1,324,324
2577,9,14,1014,4.92,0,2,307,307
2578,8,14,1015,10.73,0,3,272,272
2579,8,14,1015,17.88,0,0,131,131
2580,6,15,1016,23.69,0,0,36,36
2581,6,16,1015,29.5,0,0,22,22
2582,6,17,1015,33.52,0,0,17,17
2583,6,17,1014,36.65,0,0,17,17
2584,8,18,1014,4.02,0,0,27,27
2585,9,17,1014,8.94,0,0,170,170
2586,9,16,1014,14.75,0,0,175,175
2587,7,15,1015,19.67,0,0,121,121
2588,9,13,1016,23.69,0,0,198,198
2589,9,12,1017,26.82,0,0,184,184
2590,9,12,1018,29.95,0,0,167,167
2591,8,12,1018,33.97,0,0,155,155
2592,8,11,1018,35.76,0,0,152,152
2593,8,11,1018,37.55,0,0,110,110
2594,8,10,1018,38.44,0,0,94,94
2595,8,9,1019,0.89,0,0,100,100
2596,7,9,1018,1.79,0,0,100,100
2597,7,9,1018,3.58,0,0,94,94
2598,7,8,1018,4.47,0,0,87,87
2599,7,8,1019,5.36,0,0,82,82
2600,8,10,1019,8.49,0,0,83,83
2601,8,12,1020,0.89,0,0,94,94
2602,8,13,1020,1.79,0,0,92,92
2603,8,15,1020,0.89,0,0,84,84
2604,7,16,1020,2.68,0,0,69,69
2605,2,17,1019,4.47,0,0,83,83
2606,2,19,1019,6.26,0,0,90,90
2607,2,19,1018,3.13,0,0,95,95
2608,1,19,1018,1.79,0,0,73,73
2609,1,19,1017,4.92,0,0,66,66
2610,1,18,1017,4.02,0,0,77,77
2611,1,17,1019,7.15,0,0,80,80
2612,0,16,1019,10.28,0,0,76,76
2613,2,15,1020,0.89,0,0,80,80
2614,-2,15,1021,4.92,0,0,71,71
2615,-2,15,1022,9.84,0,0,55,55
2616,-3,14,1022,13.86,0,0,53,53
2617,-2,13,1022,16.99,0,0,48,48
2618,0,12,1022,17.88,0,0,52,52
2619,1,12,1022,19.67,0,0,46,46
2620,1,12,1022,0.89,0,0,38,38
2621,-1,12,1022,0.89,0,0,30,30
2622,-2,12,1022,4.91,0,0,26,26
2623,0,12,1023,1.79,0,0,27,27
2624,2,12,1023,4.02,0,1,47,47
2625,4,12,1023,9.83,0,2,50,50
2626,4,12,1023,16.98,0,0,51,51
2627,4,12,1024,22.79,0,1,48,48
2628,6,11,1024,28.6,0,2,51,51
2629,5,13,1023,35.75,0,0,49,49
2630,3,13,1022,42.9,0,0,51,51
2631,2,13,1022,50.95,0,0,39,39
2632,2,13,1021,4.92,0,0,23,23
2633,2,13,1021,5.81,0,0,16,16
2634,2,13,1020,11.62,0,0,26,26
2635,2,13,1021,15.64,0,0,32,32
2636,2,12,1021,1.79,0,1,35,35
2637,3,12,1022,4.92,0,2,34,34
2638,3,11,1023,8.05,0,0,46,46
2639,4,10,1023,11.18,0,1,44,44
2640,6,9,1022,14.31,0,2,41,41
2641,6,9,1022,3.13,0,3,34,34
2642,6,9,1022,1.79,0,4,31,31
2643,6,8,1022,3.58,0,5,49,49
2644,6,8,1021,3.13,0,6,37,37
2645,6,8,1021,4.92,0,7,27,27
2646,6,8,1021,8.05,0,8,37,37
2647,6,8,1021,11.18,0,9,45,45
2648,6,8,1021,14.31,0,10,44,44
2649,6,9,1021,18.33,0,11,53,53
2650,6,9,1021,21.46,0,12,48,48
2651,7,9,1021,23.25,0,13,47,47
2652,6,10,1021,25.04,0,14,46,46
2653,7,10,1021,29.06,0,15,42,42
2654,6,10,1021,33.08,0,0,40,40
2655,6,11,1020,38,0,1,38,38
2656,5,10,1020,42.92,0,2,30,30
2657,5,11,1020,0.89,0,3,34,34
2658,4,12,1020,3.13,0,0,35,35
2659,4,12,1020,6.26,0,0,35,35
2660,4,11,1020,3.13,0,0,26,26
2661,4,10,1021,4.92,0,0,33,33
2662,4,11,1021,3.13,0,0,47,47
2663,3,10,1022,7.15,0,0,41,41
2664,3,6,1022,10.28,0,0,47,47
2665,4,6,1022,0.45,0,0,37,37
2666,3,5,1022,0.89,0,0,41,41
2667,4,5,1021,0.89,0,0,60,60
2668,2,3,1021,3.13,0,0,62,62
2669,1,3,1021,6.26,0,0,36,36
2670,2,4,1021,8.05,0,0,31,31
2671,2,4,1021,9.84,0,0,24,24
2672,4,7,1022,11.63,0,0,65,65
2673,2,10,1023,14.76,0,0,51,51
2674,-1,13,1023,17.89,0,0,41,41
2675,-2,15,1022,1.79,0,0,39,39
2676,-4,17,1022,3.13,0,0,31,31
2677,-10,19,1021,7.15,0,0,19,19
2678,-10,20,1020,3.13,0,0,19,19
2679,-11,21,1019,5.81,0,0,18,18
2680,-12,21,1018,12.96,0,0,10,10
2681,-13,21,1018,21.01,0,0,16,16
2682,-9,20,1018,25.03,0,0,23,23
2683,-10,19,1018,28.16,0,0,21,21
2684,-10,18,1018,31.29,0,0,20,20
2685,-8,18,1019,4.92,0,0,23,23
2686,-8,17,1019,8.94,0,0,32,32
2687,-7,16,1020,13.86,0,0,39,39
2688,-6,15,1019,17.88,0,0,38,38
2689,-6,15,1019,22.8,0,0,45,45
2690,-5,12,1019,24.59,0,0,53,53
2691,-4,11,1018,27.72,0,0,56,56
2692,-3,11,1018,30.85,0,0,54,54
2693,-2,9,1018,32.64,0,0,65,65
2694,-2,7,1019,35.77,0,0,73,73
2695,0,8,1019,37.56,0,0,70,70
2696,1,10,1019,0.45,0,0,81,81
2697,0,13,1019,1.79,0,0,90,90
2698,0,16,1019,3.58,0,0,86,86
2699,-1,18,1019,6.71,0,0,107,107
2700,2,20,1018,11.63,0,0,122,122
2701,3,23,1017,18.78,0,0,114,114
2702,3,24,1015,26.83,0,0,111,111
2703,3,24,1015,32.64,0,0,112,112
2704,3,23,1014,40.69,0,0,111,111
2705,4,23,1013,48.74,0,0,117,117
2706,4,23,1013,54.55,0,0,103,103
2707,5,21,1013,59.47,0,0,85,85
2708,5,20,1013,62.6,0,0,79,79
2709,5,19,1013,65.73,0,0,78,78
2710,5,19,1014,70.65,0,0,83,83
2711,6,17,1014,75.57,0,0,89,89
2712,6,17,1014,81.38,0,0,93,93
2713,6,16,1015,86.3,0,0,98,98
2714,6,14,1015,90.32,0,0,93,93
2715,6,15,1015,94.34,0,0,96,96
2716,6,14,1015,98.36,0,0,92,92
2717,7,13,1015,101.49,0,0,106,106
2718,6,12,1015,104.62,0,0,98,98
2719,7,12,1015,108.64,0,0,110,110
2720,7,13,1015,111.77,0,0,129,129
2721,7,13,1015,115.79,0,0,141,141
2722,7,14,1015,119.81,0,0,140,140
2723,7,15,1015,124.73,0,0,142,142
2724,7,18,1015,131.88,0,0,134,134
2725,6,19,1014,139.03,0,0,133,133
2726,5,20,1012,146.18,0,0,128,128
2727,5,21,1012,153.33,0,0,110,110
2728,6,20,1012,159.14,0,0,120,120
2729,8,18,1012,7.15,0,0,135,135
2730,7,11,1013,16.98,0,1,22,22
2731,8,10,1014,25.92,0,2,15,15
2732,8,10,1015,29.94,0,3,19,19
2733,8,9,1015,0.89,0,4,16,16
2734,7,9,1017,4.92,0,5,9,9
2735,6,8,1017,9.84,0,0,7,7
2736,4,8,1017,14.76,0,0,7,7
2737,4,8,1017,4.02,0,0,10,10
2738,3,7,1017,3.13,0,0,8,8
2739,0,7,1016,8.94,0,0,5,5
2740,-3,8,1016,14.75,0,0,9,9
2741,-5,7,1016,19.67,0,0,20,20
2742,-7,6,1016,25.48,0,0,8,8
2743,-7,6,1016,31.29,0,0,7,7
2744,-8,8,1015,37.1,0,0,6,6
2745,-7,10,1015,42.02,0,0,16,16
2746,-8,10,1015,46.94,0,0,10,10
2747,-10,11,1014,50.07,0,0,11,11
2748,-7,12,1013,1.79,0,0,11,11
2749,-7,12,1011,3.13,0,0,18,18
2750,-7,11,1011,6.26,0,0,26,26
2751,-8,12,1010,11.18,0,0,25,25
2752,-7,13,1010,16.1,0,0,20,20
2753,-4,12,1011,24.15,0,0,24,24
2754,-1,7,1012,11.18,0,1,15,15
2755,-2,8,1011,19.23,0,0,10,10
2756,-4,8,1012,27.28,0,0,10,10
2757,-5,8,1012,34.43,0,0,14,14
2758,-9,8,1013,42.48,0,0,11,11
2759,-11,7,1013,51.42,0,0,11,11
2760,-11,7,1013,61.25,0,0,16,16
2761,-12,6,1013,71.08,0,0,13,13
2762,-15,6,1012,82.26,0,0,16,16
2763,-14,5,1011,90.31,0,0,15,15
2764,-14,5,1011,95.23,0,0,17,17
2765,-13,4,1011,98.36,0,0,18,18
2766,-12,3,1010,100.15,0,0,22,22
2767,-13,4,1010,104.17,0,0,19,19
2768,-12,6,1010,109.98,0,0,22,22
2769,-12,7,1010,114.9,0,0,27,27
2770,-11,8,1009,119.82,0,0,31,31
2771,-9,10,1009,123.84,0,0,42,42
2772,-9,11,1008,129.65,0,0,46,46
2773,-8,12,1008,136.8,0,0,50,50
2774,-8,12,1007,140.82,0,0,45,45
2775,-6,13,1006,146.63,0,0,47,47
2776,-7,13,1007,155.57,0,0,30,30
2777,-9,13,1006,164.51,0,0,31,31
2778,-9,12,1007,172.56,0,0,16,16
2779,-11,12,1007,180.61,0,0,14,14
2780,-12,11,1008,187.76,0,0,17,17
2781,-10,10,1010,193.57,0,0,15,15
2782,-10,9,1011,199.38,0,0,14,14
2783,-10,9,1011,204.3,0,0,14,14
2784,-11,8,1011,211.45,0,0,11,11
2785,-11,8,1012,217.26,0,0,24,24
2786,-8,7,1012,225.31,0,0,27,27
2787,-6,6,1011,231.12,0,0,15,15
2788,-8,6,1011,239.17,0,0,13,13
2789,-10,6,1011,246.32,0,0,11,11
2790,-10,6,1011,254.37,0,0,11,11
2791,-10,6,1012,259.29,0,0,13,13
2792,-11,7,1013,266.44,0,0,13,13
2793,-11,9,1014,273.59,0,0,14,14
2794,-11,10,1014,281.64,0,0,15,15
2795,-11,11,1014,292.82,0,0,14,14
2796,-11,13,1014,304,0,0,19,19
2797,-11,13,1014,315.18,0,0,14,14
2798,-10,14,1013,328.14,0,0,13,13
2799,-11,15,1012,342,0,0,15,15
2800,-11,15,1012,355.86,0,0,11,11
2801,-10,15,1012,368.82,0,0,20,20
2802,-10,14,1012,380,0,0,16,16
2803,-10,14,1012,389.83,0,0,14,14
2804,-10,13,1012,398.77,0,0,17,17
2805,-8,12,1013,410.84,0,0,16,16
2806,-7,11,1014,417.99,0,0,15,15
2807,-7,11,1014,426.04,0,0,38,38
2808,-7,10,1013,431.85,0,0,15,15
2809,-7,10,1013,434.98,0,0,18,18
2810,-4,7,1012,1.79,0,0,16,16
2811,-5,7,1012,1.79,0,0,19,19
2812,-7,9,1012,0.89,0,0,18,18
2813,-6,9,1012,4.92,0,0,20,20
2814,-7,10,1012,9.84,0,0,19,19
2815,-6,9,1012,12.97,0,0,17,17
2816,-6,11,1013,20.12,0,0,21,21
2817,-6,13,1013,28.17,0,0,20,20
2818,-6,14,1013,38,0,0,19,19
2819,-8,15,1013,47.83,0,0,17,17
2820,-8,17,1013,57.66,0,0,16,16
2821,-9,17,1013,67.49,0,0,15,15
2822,-9,19,1013,79.56,0,0,17,17
2823,-9,19,1012,93.42,0,0,22,22
2824,-9,19,1012,107.28,0,0,19,19
2825,-8,19,1012,117.11,0,0,17,17
2826,-8,19,1013,128.29,0,0,18,18
2827,-9,18,1013,139.47,0,0,27,27
2828,-7,17,1014,147.52,0,0,22,22
2829,-6,16,1015,153.33,0,0,18,18
2830,-5,15,1016,156.46,0,0,19,19
2831,-4,14,1017,161.38,0,0,15,15
2832,-3,14,1017,166.3,0,0,19,19
2833,-3,14,1017,171.22,0,0,27,27
2834,-4,13,1017,174.35,0,0,21,21
2835,-4,12,1017,178.37,0,0,24,24
2836,-5,12,1017,182.39,0,0,32,32
2837,-5,12,1017,187.31,0,0,40,40
2838,-5,11,1016,191.33,0,0,36,36
2839,-5,12,1017,196.25,0,0,20,20
2840,-6,14,1017,201.17,0,0,32,32
2841,-6,16,1017,206.09,0,0,28,28
2842,-8,18,1017,211.9,0,0,21,21
2843,-8,19,1017,216.82,0,0,20,20
2844,-8,21,1016,221.74,0,0,19,19
2845,-10,22,1015,227.55,0,0,19,19
2846,-8,23,1014,234.7,0,0,16,16
2847,-7,24,1012,241.85,0,0,20,20
2848,-6,25,1011,249.9,0,0,15,15
2849,-7,25,1010,257.95,0,0,20,20
2850,-7,25,1010,266,0,0,20,20
2851,-7,25,1009,4.92,0,0,23,23
2852,-5,22,1009,12.07,0,0,37,37
2853,-4,20,1009,20.12,0,0,34,34
2854,-3,19,1010,28.17,0,0,39,39
2855,-3,19,1010,36.22,0,0,45,45
2856,-3,18,1010,39.35,0,0,54,54
2857,-2,16,1010,0.89,0,0,62,62
2858,0,13,1009,0.89,0,0,70,70
2859,1,9,1009,0.89,0,0,66,66
2860,1,8,1009,1.78,0,0,70,70
2861,1,8,1009,0.89,0,0,82,82
2862,2,8,1008,1.78,0,0,97,97
2863,2,8,1009,3.57,0,0,86,86
2864,2,13,1009,5.36,0,0,94,94
2865,0,16,1009,0.89,0,0,89,89
2866,0,19,1009,1.79,0,0,90,90
2867,0,22,1009,3.58,0,0,86,86
2868,-1,25,1008,0.89,0,0,70,70
2869,-1,28,1007,2.68,0,0,79,79
2870,-1,31,1005,4.02,0,0,80,80
2871,0,31,1005,9.83,0,0,69,69
2872,-1,32,1004,15.64,0,0,52,52
2873,-2,32,1003,22.79,0,0,48,48
2874,-3,31,1002,29.94,0,0,35,35
2875,-2,29,1002,37.09,0,0,31,31
2876,-2,27,1002,42.9,0,0,37,37
2877,-2,26,1002,48.71,0,0,63,63
2878,1,24,1003,53.63,0,0,61,61
2879,2,22,1002,57.65,0,0,74,74
2880,3,22,1002,62.57,0,0,74,74
2881,3,21,1001,66.59,0,0,75,75
2882,3,20,1001,68.38,0,0,68,68
2883,4,18,1000,71.51,0,0,77,77
2884,6,18,1001,73.3,0,0,93,93
2885,7,17,1000,1.79,0,0,102,102
2886,7,16,1000,0.89,0,0,111,111
2887,9,16,1001,0.89,0,0,127,127
2888,10,17,1002,1.79,0,0,132,132
2889,10,19,1003,1.79,0,0,146,146
2890,10,22,1003,3.58,0,0,151,151
2891,8,25,1003,3.13,0,0,142,142
2892,7,26,1003,1.79,0,0,115,115
2893,-1,30,1002,0.89,0,0,59,59
2894,-5,32,1002,4.92,0,0,63,63
2895,-5,32,1002,4.02,0,0,65,65
2896,-4,32,1001,7.15,0,0,57,57
2897,-6,32,1001,16.09,0,0,55,55
2898,-7,31,1002,25.03,0,0,45,45
2899,-8,30,1002,33.08,0,0,39,39
2900,-4,25,1003,38,0,0,32,32
2901,-9,26,1004,43.81,0,0,32,32
2902,-8,24,1005,3.13,0,0,31,31
2903,-9,22,1006,0.89,0,0,32,32
2904,-9,22,1006,1.79,0,0,24,24
2905,-2,18,1006,0.89,0,0,36,36
2906,0,14,1007,1.78,0,0,56,56
2907,-1,15,1007,2.23,0,0,43,43
2908,0,14,1007,3.12,0,0,69,69
2909,3,13,1008,1.79,0,0,45,45
2910,-2,13,1008,3.58,0,0,44,44
2911,-2,15,1009,0.45,0,0,64,64
2912,5,16,1010,1.79,0,0,80,80
2913,-2,21,1010,3.58,0,0,53,53
2914,3,23,1010,0.89,0,0,102,102
2915,3,22,1010,4.02,0,0,133,133
2916,4,23,1010,7.15,0,0,151,151
2917,6,23,1009,8.94,0,0,149,149
2918,6,23,1008,12.07,0,0,141,141
2919,6,24,1007,15.2,0,0,146,146
2920,6,23,1006,18.33,0,0,150,150
2921,7,23,1005,3.13,0,0,150,150
2922,7,23,1005,0.89,0,0,151,151
2923,6,22,1006,1.79,0,0,142,142
2924,5,23,1006,4.02,0,0,138,138
2925,6,20,1007,8.04,0,0,142,142
2926,4,21,1007,0.89,0,0,142,142
2927,5,19,1005,4.02,0,0,150,150
2928,5,21,1006,1.79,0,0,160,160
2929,4,20,1006,4.02,0,1,118,118
2930,7,18,1005,0.89,0,0,114,114
2931,9,16,1005,0.89,0,0,111,111
2932,10,15,1005,4.02,0,0,113,113
2933,10,15,1005,0.89,0,0,120,120
2934,9,14,1005,0.89,0,0,129,129
2935,10,13,1005,0.89,0,0,133,133
2936,10,16,1005,1.79,0,0,118,118
2937,8,19,1005,0.89,0,0,119,119
2938,8,20,1005,1.79,0,0,118,118
2939,9,21,1005,3.58,0,0,132,132
2940,8,23,1004,1.79,0,0,128,128
2941,8,24,1002,3.58,0,0,135,135
2942,11,25,1002,4.02,0,0,123,123
2943,13,25,1001,7.15,0,0,118,118
2944,15,25,1000,11.17,0,0,104,104
2945,15,24,999,16.98,0,0,121,121
2946,15,23,999,21.9,0,0,136,136
2947,16,22,999,26.82,0,1,172,172
2948,17,19,1000,29.95,0,3,208,208
2949,18,19,999,31.74,0,4,228,228
2950,17,19,1000,35.76,0,0,201,201
2951,16,19,1000,39.78,0,1,142,142
2952,16,18,1000,44.7,0,2,154,154
2953,16,17,999,49.62,0,3,165,165
2954,15,17,999,53.64,0,5,182,182
2955,15,16,997,57.66,0,6,158,158
2956,15,16,997,59.45,0,0,181,181
2957,15,16,996,63.47,0,0,202,202
2958,15,16,996,65.26,0,0,202,202
2959,14,16,997,67.05,0,0,198,198
2960,15,16,998,68.84,0,0,215,215
2961,15,16,997,71.97,0,0,216,216
2962,15,17,998,73.76,0,0,261,261
2963,16,18,997,76.89,0,0,283,283
2964,17,20,997,78.68,0,0,282,282
2965,16,22,997,3.13,0,0,260,260
2966,8,24,996,12.07,0,0,70,70
2967,7,26,996,21.9,0,0,32,32
2968,7,26,996,33.08,0,0,13,13
2969,6,25,996,46.94,0,0,9,9
2970,6,24,997,59.01,0,0,7,7
2971,3,21,999,71.08,0,0,11,11
2972,0,18,1000,84.04,0,0,14,14
2973,0,17,1002,97,0,0,14,14
2974,-1,17,1003,113.09,0,0,14,14
2975,-1,16,1004,124.27,0,0,12,12
2976,-1,15,1004,134.1,0,0,10,10
2977,-1,15,1005,143.04,0,0,16,16
2978,-1,15,1006,151.98,0,0,9,9
2979,-1,13,1007,153.77,0,0,10,10
2980,0,12,1007,3.13,0,0,10,10
2981,0,12,1008,4.02,0,0,11,11
2982,0,13,1008,8.04,0,0,13,13
2983,1,13,1009,11.17,0,0,12,12
2984,1,15,1009,18.32,0,0,17,17
2985,0,17,1009,25.47,0,0,15,15
2986,2,19,1009,32.62,0,0,19,19
2987,2,21,1008,39.77,0,0,20,20
2988,2,23,1007,45.58,0,0,16,16
2989,1,25,1006,52.73,0,0,20,20
2990,1,26,1005,59.88,0,0,17,17
2991,-1,28,1005,67.03,0,0,14,14
2992,-1,28,1004,75.08,0,0,18,18
2993,0,28,1004,80.89,0,0,16,16
2994,0,27,1003,88.04,0,0,16,16
2995,-2,27,1003,93.85,0,0,18,18
2996,-3,26,1004,97.87,0,0,25,25
2997,2,24,1004,4.92,0,0,32,32
2998,2,23,1005,9.84,0,0,35,35
2999,2,22,1005,13.86,0,0,35,35
3000,0,23,1004,22.8,0,0,41,41
3001,2,21,1003,26.82,0,0,48,48
3002,2,20,1004,30.84,0,0,50,50
3003,4,18,1003,33.97,0,0,52,52
3004,4,19,1003,37.99,0,0,57,57
3005,6,17,1002,41.12,0,0,64,64
3006,6,17,1002,0.89,0,0,66,66
3007,8,15,1002,1.79,0,0,73,73
3008,8,17,1003,0.89,0,0,72,72
3009,8,19,1004,1.79,0,0,81,81
3010,8,21,1004,3.58,0,0,85,85
3011,10,23,1003,1.79,0,0,87,87
3012,0,25,1003,8.94,0,0,165,165
3013,-2,26,1003,18.77,0,0,219,219
3014,0,27,1002,26.82,0,0,228,228
3015,-3,28,1002,38,0,0,204,204
3016,-1,27,1002,47.83,0,0,173,173
3017,-1,28,1002,57.66,0,0,126,126
3018,-2,28,1002,66.6,0,0,130,130
3019,-2,27,1003,73.75,0,0,115,115
3020,1,23,1004,76.88,0,0,58,58
3021,0,20,1005,78.67,0,0,45,45
3022,2,19,1006,80.46,0,0,30,30
3023,0,19,1006,85.38,0,0,38,38
3024,0,16,1007,89.4,0,0,48,48
3025,-1,18,1007,90.29,0,0,50,50
3026,5,14,1007,1.79,0,0,71,71
3027,6,14,1007,0.89,0,0,49,49
3028,6,13,1007,1.79,0,0,67,67
3029,7,15,1008,1.79,0,0,59,59
3030,7,13,1008,0.89,0,0,78,78
3031,8,12,1009,1.78,0,0,140,140
3032,9,16,1009,2.67,0,0,159,159
3033,10,18,1009,1.79,0,0,191,191
3034,9,20,1009,1.79,0,0,201,201
3035,9,22,1009,3.58,0,0,203,203
3036,7,24,1009,1.79,0,0,202,202
3037,4,24,1008,4.92,0,0,163,163
3038,6,25,1007,9.84,0,0,135,135
3039,7,25,1006,13.86,0,0,119,119
3040,8,25,1005,17.88,0,0,107,107
3041,7,24,1004,23.69,0,0,110,110
3042,7,23,1004,28.61,0,0,114,114
3043,7,23,1004,33.53,0,0,132,132
3044,6,22,1004,38.45,0,0,150,150
3045,5,21,1005,42.47,0,0,154,154
3046,5,20,1006,45.6,0,0,148,148
3047,6,19,1005,48.73,0,0,144,144
3048,6,19,1007,0.89,0,0,133,133
3049,11,15,1007,1.79,0,1,139,139
3050,12,15,1004,1.79,0,2,129,129
3051,12,14,1004,4.02,0,0,122,122
3052,12,15,1005,8.94,0,0,120,120
3053,10,16,1005,14.75,0,0,129,129
3054,6,16,1006,19.67,0,0,294,294
3055,3,15,1007,27.72,0,0,100,100
3056,0,15,1008,35.77,0,0,55,55
3057,-1,15,1008,47.84,0,0,32,32
3058,-1,16,1008,59.02,0,0,19,19
3059,-1,17,1008,67.96,0,0,18,18
3060,0,19,1008,73.77,0,0,14,14
3061,-1,20,1007,81.82,0,0,20,20
3062,-3,21,1007,93,0,0,27,27
3063,-2,22,1007,100.15,0,0,31,31
3064,2,20,1007,5.81,0,0,39,39
3065,-3,21,1007,5.81,0,0,28,28
3066,-9,21,1007,16.99,0,0,56,56
3067,-9,20,1007,24.14,0,0,53,53
3068,-9,19,1008,32.19,0,0,59,59
3069,-7,18,1009,37.11,0,0,82,82
3070,-4,16,1009,38.9,0,0,108,108
3071,-2,15,1009,0.89,0,0,117,117
3072,0,14,1008,1.79,0,0,126,126
3073,-2,14,1008,4.92,0,0,132,132
3074,-1,13,1007,6.71,0,0,125,125
3075,0,12,1006,0.89,0,0,96,96
3076,3,11,1006,1.79,0,0,40,40
3077,5,10,1005,3.58,0,0,46,46
3078,4,8,1005,0.89,0,0,50,50
3079,6,8,1005,1.78,0,0,58,58
3080,6,12,1004,1.79,0,0,55,55
3081,6,15,1004,3.58,0,0,50,50
3082,3,19,1004,1.79,0,0,55,55
3083,-6,22,1003,7.15,0,0,45,45
3084,-8,23,1003,20.11,0,0,43,43
3085,-6,23,1003,35.31,0,0,63,63
3086,-4,23,1004,48.27,0,0,62,62
3087,-5,22,1004,61.23,0,0,58,58
3088,-3,23,1004,73.3,0,0,28,28
3089,-1,21,1005,82.24,0,0,32,32
3090,-2,21,1006,92.07,0,0,21,21
3091,-1,20,1007,101.9,0,0,15,15
3092,-1,18,1008,113.97,0,0,15,15
3093,-2,17,1009,122.02,0,0,8,8
3094,-1,17,1010,129.17,0,0,20,20
3095,-1,16,1011,138.11,0,0,11,11
3096,0,16,1012,146.16,0,0,11,11
3097,-1,15,1013,154.21,0,0,10,10
3098,0,14,1013,159.13,0,0,8,8
3099,-1,14,1013,166.28,0,0,7,7
3100,0,14,1014,172.09,0,0,5,5
3101,0,13,1014,177.01,0,0,5,5
3102,0,10,1014,180.14,0,0,5,5
3103,3,12,1015,183.27,0,0,4,4
3104,2,15,1015,186.4,0,0,6,6
3105,2,16,1016,3.13,0,0,10,10
3106,1,18,1017,3.13,0,0,13,13
3107,3,20,1016,1.79,0,0,12,12
3108,2,21,1016,4.92,0,0,12,12
3109,2,22,1015,4.92,0,0,16,16
3110,2,22,1015,9.84,0,0,16,16
3111,2,23,1014,4.02,0,0,18,18
3112,3,23,1014,4.02,0,0,16,16
3113,3,23,1013,1.79,0,0,11,11
3114,3,23,1013,3.13,0,0,20,20
3115,3,22,1013,1.79,0,0,20,20
3116,3,21,1014,1.79,0,0,19,19
3117,4,19,1015,2.68,0,0,24,24
3118,4,20,1016,0.89,0,0,39,39
3119,4,16,1017,5.81,0,0,35,35
3120,4,15,1018,10.73,0,0,54,54
3121,5,14,1019,15.65,0,0,49,49
3122,6,14,1019,17.44,0,0,43,43
3123,6,13,1019,19.23,0,0,40,40
3124,6,12,1019,22.36,0,0,37,37
3125,6,11,1019,0.89,0,0,38,38
3126,6,10,1019,0.89,0,0,33,33
3127,7,11,1020,1.78,0,0,31,31
3128,7,15,1020,0.45,0,0,55,55
3129,8,16,1020,1.79,0,0,51,51
3130,8,17,1020,0.89,0,0,55,55
3131,7,18,1020,1.79,0,0,49,49
3132,6,20,1019,1.79,0,0,42,42
3133,6,21,1018,4.92,0,0,44,44
3134,5,22,1018,1.79,0,0,44,44
3135,5,22,1016,4.92,0,0,40,40
3136,6,24,1016,8.05,0,0,43,43
3137,5,24,1015,12.97,0,0,45,45
3138,5,23,1015,17.89,0,0,41,41
3139,5,22,1015,22.81,0,0,43,43
3140,4,21,1015,26.83,0,0,38,38
3141,6,19,1016,30.85,0,0,44,44
3142,6,18,1017,34.87,0,0,43,43
3143,6,16,1017,38,0,0,46,46
3144,6,15,1018,41.13,0,0,54,54
3145,6,14,1018,42.92,0,0,52,52
3146,5,13,1018,0.89,0,0,54,54
3147,6,12,1018,0.89,0,0,60,60
3148,5,12,1018,0.89,0,0,69,69
3149,5,12,1018,1.79,0,0,75,75
3150,5,12,1019,4.92,0,0,73,73
3151,6,12,1019,0.89,0,0,72,72
3152,6,14,1020,1.79,0,0,78,78
3153,8,17,1020,3.58,0,0,83,83
3154,7,19,1020,5.37,0,0,83,83
3155,9,21,1019,0.89,0,0,82,82
3156,6,22,1019,2.68,0,0,74,74
3157,7,24,1018,4.47,0,0,60,60
3158,5,25,1017,4.92,0,0,43,43
3159,5,25,1016,8.94,0,0,41,41
3160,6,25,1016,12.96,0,0,57,57
