N,TEMP,HUMIDITY,LIGHT,CO2_PPM,OCCUPANCY
4158,21,35,74,509,0
4159,21,35,116,507,0
4160,21,35,120,504,0
4161,21,35,112,503,0
4162,21,35,87,511,0
4163,21,35,74,511,0
4164,21,34,74,512,0
4165,21,34,53,509,0
4166,21,35,44,507,0
4167,21,34,68,510,0
4168,21,35,63,513,0
4169,21,35,148,512,0
4170,21,35,220,501,0
4171,21,35,79,504,0
4172,21,35,47,514,0
4173,21,34,46,510,0
4174,21,34,34,509,0
4175,21,34,31,509,0
4176,21,34,37,509,0
4177,21,35,35,506,0
4178,21,35,19,510,0
4179,21,35,19,512,0
4180,21,35,27,514,0
4181,21,35,24,514,0
4182,21,35,24,513,0
4183,21,35,24,514,0
4184,21,35,24,514,0
4185,21,35,24,515,0
4186,21,35,13,505,0
4187,21,35,31,510,0
4188,21,35,31,511,0
4189,20,35,29,505,0
4190,21,35,31,505,0
4191,20,35,39,507,0
4192,20,35,45,505,0
4193,20,35,26,509,0
4194,20,35,35,508,0
4195,20,35,33,505,0
4196,20,35,45,505,0
4197,20,35,41,504,0
4198,20,35,48,500,0
4199,20,35,47,499,0
4200,20,35,71,501,0
4201,20,35,90,504,0
4202,20,35,116,498,0
4203,20,35,89,498,0
4204,20,35,98,501,0
4205,20,35,91,500,0
4206,20,35,104,499,0
4207,20,35,90,497,0
4208,20,35,113,497,0
4209,20,35,105,496,0
4210,20,35,149,495,0
4211,21,35,99,499,0
4212,21,35,214,500,0
4213,21,35,189,496,0
4214,21,35,183,493,0
4215,21,35,131,494,0
4216,21,35,156,497,0
4217,21,35,201,499,0
4218,21,35,287,499,0
4219,21,35,207,495,0
4220,21,35,159,495,0
4221,21,35,222,497,0
4222,21,35,180,502,0
4223,21,35,115,498,0
4224,21,35,100,498,0
4225,21,35,85,498,0
4226,21,35,74,494,0
4227,21,35,57,501,0
4228,21,35,49,499,0
4229,21,35,44,498,0
4230,21,35,40,499,0
4231,21,35,56,504,0
4232,21,35,46,499,0
4233,21,35,41,496,0
4234,21,35,55,497,0
4235,21,35,37,496,0
4236,21,35,41,499,0
4237,21,35,50,496,0
4238,21,35,54,498,0
4239,21,35,43,498,0
4240,21,35,47,500,0
4241,21,35,56,503,0
4242,21,35,51,503,0
4243,21,35,66,502,0
4244,21,35,64,504,0
4245,21,35,58,503,0
4246,21,35,61,508,0
4247,21,35,68,506,0
4248,21,35,68,507,0
4249,21,35,77,512,0
4250,21,35,57,506,0
4251,21,35,74,507,0
4252,21,35,76,497,0
4253,21,35,60,498,0
4254,21,35,79,496,0
4255,21,35,81,503,0
4256,21,35,81,504,0
4257,21,35,61,506,0
4258,21,35,61,508,0
4259,21,35,50,501,0
4260,21,35,54,501,0
4261,21,35,52,498,0
4262,21,35,55,503,0
4263,21,35,44,502,0
4264,21,35,42,502,0
4265,21,35,48,503,0
4266,21,35,37,509,0
4267,21,35,37,509,0
4268,20,35,37,504,0
4269,21,35,24,509,0
4270,20,35,19,508,0
4271,20,35,34,505,0
4272,20,35,38,503,0
4273,20,35,31,502,0
4274,20,35,31,503,0
4275,20,36,31,509,0
4276,20,36,31,511,0
4277,20,36,29,509,0
4278,20,36,37,502,0
4279,20,36,37,504,0
4280,20,36,19,503,0
4281,20,36,29,503,0
4282,20,36,33,506,0
4283,20,36,31,507,0
4284,20,36,31,505,0
4285,20,36,13,507,0
4286,20,36,13,507,0
4287,20,36,31,505,0
4288,20,36,31,505,0
4289,20,36,31,507,0
4290,20,36,31,512,0
4291,20,36,31,511,0
4292,20,36,34,507,0
4293,20,36,19,506,0
4294,20,36,37,507,0
4295,20,36,37,504,0
4296,20,36,37,507,0
4297,20,36,48,510,0
4298,20,36,41,507,0
4299,20,36,41,506,0
4300,20,36,39,511,0
4301,20,36,37,509,0
4302,20,36,37,511,0
4303,20,36,19,508,0
4304,20,36,19,516,0
4305,20,36,33,510,0
4306,20,36,31,511,0
4307,20,36,31,509,0
4308,20,36,31,513,0
4309,20,36,31,508,0
4310,20,36,31,507,0
4311,20,36,13,509,0
4312,20,36,13,510,0
4313,20,36,13,511,0
4314,20,36,22,511,0
4315,20,36,32,506,0
4316,20,36,28,505,0
4317,20,36,37,505,0
4318,20,36,37,508,0
4319,20,36,37,506,0
4320,20,36,37,513,0
4321,20,36,45,511,0
4322,20,36,26,511,0
4323,20,36,35,511,0
4324,20,36,33,505,0
4325,20,36,55,505,0
4326,20,36,37,508,0
4327,20,36,37,506,0
4328,20,36,37,509,0
4329,20,36,37,513,0
4330,20,36,37,514,0
4331,20,36,28,508,0
4332,20,36,19,513,0
4333,20,36,34,511,0
4334,20,36,27,507,0
4335,20,36,13,509,0
4336,20,36,27,511,0
4337,20,36,24,513,0
4338,20,36,24,513,0
4339,20,36,24,512,0
4340,20,36,24,514,0
4341,20,36,24,509,0
4342,20,36,24,506,0
4343,20,36,24,506,0
4344,20,36,24,507,0
4345,20,36,24,510,0
4346,20,36,24,514,0
4347,20,36,24,513,0
4348,20,36,24,512,0
4349,20,36,24,509,0
4350,20,36,14,503,0
4351,20,36,20,503,0
4352,20,36,27,511,0
4353,20,36,25,518,0
4354,20,36,25,518,0
4355,20,36,44,519,0
4356,20,36,47,509,0
4357,20,36,63,510,0
4358,20,36,63,511,0
4359,20,36,52,508,0
4360,20,36,57,509,0
4361,20,36,49,511,0
4362,20,36,37,511,0
4363,20,36,34,514,0
4364,20,36,31,519,0
4365,20,36,31,514,0
4366,20,36,31,512,0
4367,20,36,31,509,0
4368,20,36,31,511,0
4369,20,36,31,511,0
4370,20,36,13,512,0
4371,20,36,18,511,0
4372,20,36,13,513,0
4373,20,36,13,512,0
4374,20,36,27,510,0
4375,20,36,32,513,0
4376,20,36,14,509,0
4377,20,36,24,511,0
4378,20,36,24,509,0
4379,20,36,24,513,0
4380,20,36,24,515,0
4381,20,36,24,517,0
4382,20,36,24,513,0
4383,20,36,24,512,0
4384,20,36,24,512,0
4385,20,36,24,504,0
4386,20,36,24,508,0
4387,20,36,24,506,0
4388,20,36,24,509,0
4389,20,36,24,516,0
4390,20,36,32,516,0
4391,20,36,13,515,0
4392,20,36,22,513,0
4393,20,36,26,512,0
4394,20,36,34,515,0
4395,20,36,24,511,0
4396,20,36,37,500,0
4397,20,36,37,507,0
4398,20,36,37,513,0
4399,20,36,37,517,0
4400,20,36,19,517,0
4401,20,36,48,516,0
4402,20,36,20,516,0
4403,20,36,31,512,0
4404,20,36,18,512,0
4405,20,36,13,515,0
4406,20,36,13,522,0
4407,20,36,22,517,0
4408,20,36,27,509,0
4409,20,36,40,512,0
4410,20,36,40,515,0
4411,20,36,27,515,0
4412,20,36,13,522,0
4413,20,36,13,519,0
4414,20,36,22,524,0
4415,20,36,33,518,0
4416,20,36,19,517,0
4417,20,36,19,514,0
4418,20,36,19,513,0
4419,20,36,19,510,0
4420,20,36,34,509,0
4421,20,36,25,509,0
4422,20,36,31,516,0
4423,20,36,25,516,0
4424,20,36,27,516,0
4425,20,36,40,516,0
4426,20,36,31,513,0
4427,20,36,24,512,0
4428,20,36,24,515,0
4429,20,36,24,518,0
4430,20,36,24,517,0
4431,20,36,24,518,0
4432,20,36,24,517,0
4433,20,36,24,518,0
4434,20,36,24,514,0
4435,20,36,24,517,0
4436,20,36,24,518,0
4437,20,36,24,520,0
4438,20,36,24,518,0
4439,20,36,14,510,0
4440,20,36,20,512,0
4441,20,36,20,511,0
4442,20,36,17,514,0
4443,20,36,24,515,0
4444,20,36,24,509,0
4445,20,36,24,514,0
4446,20,36,12,517,0
4447,20,36,6,519,0
4448,20,36,6,518,0
4449,20,36,6,516,0
4450,20,36,6,515,0
4451,20,36,6,514,0
4452,20,36,6,514,0
4453,20,36,17,509,0
4454,20,36,10,510,0
4455,20,36,11,513,0
4456,20,36,14,516,0
4457,20,36,7,515,0
4458,20,36,14,515,0
4459,20,36,7,520,0
4460,20,36,14,518,0
4461,20,36,14,514,0
4462,20,36,14,516,0
4463,20,36,14,517,0
4464,20,36,9,514,0
4465,20,36,14,515,0
4466,20,36,7,515,0
4467,20,36,14,515,0
4468,20,36,14,515,0
4469,20,36,14,515,0
4470,20,36,14,520,0
4471,20,36,7,517,0
4472,20,36,14,518,0
4473,20,36,7,516,0
4474,20,36,14,520,0
4475,20,36,14,519,0
4476,20,36,14,520,0
4477,20,36,14,520,0
4478,20,36,14,522,0
4479,20,36,14,521,0
4480,20,36,14,516,0
4481,20,36,14,517,0
4482,20,36,14,521,0
4483,20,36,14,522,0
4484,20,36,14,519,0
4485,20,36,0,515,0
4486,20,36,0,512,0
4487,20,36,5,516,0
4488,20,36,0,513,0
4489,20,36,0,516,0
4490,20,36,7,517,0
4491,20,36,0,515,0
4492,20,36,0,516,0
4493,20,36,7,515,0
4494,20,35,5,523,0
4495,20,35,0,521,0
4496,20,36,0,519,0
4497,20,35,0,517,0
4498,20,35,5,514,0
4499,20,35,0,516,0
4500,20,36,0,519,0
4501,20,36,0,519,0
4502,20,36,0,517,0
4503,20,36,0,516,0
4504,20,36,0,515,0
4505,20,36,0,517,0
4506,20,35,0,519,0
4507,20,36,0,517,0
4508,20,36,0,518,0
4509,20,36,0,515,0
4510,20,36,0,516,0
4511,20,36,0,519,0
4512,20,36,0,516,0
4513,20,36,0,516,0
4514,20,36,0,511,0
4515,20,36,0,509,0
4516,20,36,0,514,0
4517,20,36,0,515,0
4518,20,36,0,515,0
4519,20,36,0,514,0
4520,20,36,0,520,0
4521,20,36,0,517,0
4522,20,36,0,514,0
4523,20,36,0,515,0
4524,20,36,0,522,0
4525,20,36,0,523,0
4526,20,36,0,523,0
4527,20,36,0,515,0
4528,20,36,0,517,0
4529,20,36,0,515,0
4530,20,36,0,514,0
4531,20,36,0,520,0
4532,20,36,0,517,0
4533,20,36,0,513,0
4534,20,36,0,518,0
4535,20,36,0,520,0
4536,20,36,0,520,0
4537,20,36,0,522,0
4538,20,35,0,519,0
4539,20,35,0,520,0
4540,20,36,0,517,0
4541,20,36,0,523,0
4542,20,36,0,523,0
4543,20,35,0,523,0
4544,20,36,0,526,0
4545,20,36,0,527,0
4546,20,36,0,525,0
4547,20,35,0,521,0
4548,20,35,0,524,0
4549,20,35,0,523,0
4550,20,36,0,523,0
4551,20,35,0,512,0
4552,20,36,0,521,0
4553,20,35,0,521,0
4554,20,36,0,519,0
4555,20,35,0,517,0
4556,20,36,0,520,0
4557,20,36,0,519,0
4558,20,36,0,519,0
4559,20,35,0,516,0
4560,20,36,0,519,0
4561,20,36,0,519,0
4562,20,35,0,522,0
4563,20,35,0,522,0
4564,20,35,0,515,0
4565,20,35,0,521,0
4566,20,35,0,520,0
4567,20,35,0,524,0
4568,20,35,0,523,0
4569,20,35,0,525,0
4570,20,35,0,524,0
4571,20,35,0,521,0
4572,20,36,0,523,0
4573,20,36,0,525,0
4574,20,35,0,522,0
4575,20,35,0,525,0
4576,20,35,0,521,0
4577,20,35,0,523,0
4578,20,35,0,522,0
4579,20,35,0,522,0
4580,20,36,0,523,0
4581,20,36,0,524,0
4582,20,35,0,525,0
4583,20,35,0,524,0
4584,20,35,0,518,0
4585,20,35,0,521,0
4586,20,35,0,523,0
4587,20,36,0,522,0
4588,20,35,0,520,0
4589,20,36,0,515,0
4590,20,36,0,520,0
4591,20,35,0,522,0
4592,20,35,0,524,0
4593,20,35,0,528,0
4594,20,36,0,528,0
4595,20,36,0,529,0
4596,20,35,0,532,0
4597,20,35,0,532,0
4598,20,36,0,525,0
4599,20,35,0,524,0
4600,20,35,0,524,0
4601,20,36,0,522,0
4602,20,35,0,522,0
4603,20,35,0,519,0
4604,20,36,0,526,0
4605,20,35,0,526,0
4606,20,36,0,522,0
4607,20,36,0,526,0
4608,20,36,0,522,0
4609,20,36,0,521,0
4610,20,35,0,521,0
4611,20,35,0,519,0
4612,20,35,0,525,0
4613,20,35,0,524,0
4614,20,35,0,522,0
4615,20,35,0,521,0
4616,20,35,0,518,0
4617,20,35,0,519,0
4618,20,35,0,523,0
4619,20,35,0,522,0
4620,20,35,0,523,0
4621,20,35,0,521,0
4622,20,35,0,526,0
4623,20,35,0,526,0
4624,20,35,0,519,0
4625,20,35,0,519,0
4626,20,35,0,518,0
4627,20,35,0,515,0
4628,20,35,0,515,0
4629,20,35,0,513,0
4630,20,35,0,513,0
4631,20,35,0,506,0
4632,20,35,0,508,0
4633,20,35,0,512,0
4634,20,35,0,518,0
4635,20,35,0,518,0
4636,20,35,0,512,0
4637,20,35,0,512,0
4638,20,35,0,511,0
4639,20,35,0,512,0
4640,20,35,0,512,0
4641,20,35,0,509,0
4642,20,35,0,517,0
4643,20,36,0,524,0
4644,20,36,0,524,0
4645,20,35,0,523,0
4646,20,35,0,523,0
4647,20,35,0,519,0
4648,20,35,0,519,0
4649,20,35,0,521,0
4650,20,35,0,524,0
4651,20,35,0,519,0
4652,20,35,0,525,0
4653,20,35,0,523,0
4654,20,35,0,527,0
4655,20,35,0,531,0
4656,20,35,0,528,0
4657,20,35,0,529,0
4658,20,35,0,529,0
4659,20,35,0,532,0
4660,20,35,0,527,0
4661,20,35,0,525,0
4662,20,35,0,529,0
4663,20,35,0,529,0
4664,20,35,0,531,0
4665,20,35,0,531,0
4666,20,35,0,529,0
4667,20,35,0,529,0
4668,20,35,0,525,0
4669,20,35,0,532,0
4670,20,35,0,528,0
4671,20,35,0,528,0
4672,20,35,0,529,0
4673,20,35,0,530,0
4674,20,35,0,527,0
4675,20,35,0,527,0
4676,20,35,0,533,0
4677,20,35,0,533,0
4678,20,35,0,535,0
4679,20,35,0,533,0
4680,20,35,0,534,0
4681,20,35,0,535,0
4682,20,35,0,532,0
4683,20,35,0,531,0
4684,20,35,0,529,0
4685,20,35,0,533,0
4686,20,36,0,531,0
4687,20,36,0,525,0
4688,20,36,0,528,0
4689,20,36,0,525,0
4690,20,36,0,525,0
4691,20,35,0,526,0
4692,20,35,0,534,0
4693,20,35,0,534,0
4694,20,35,0,533,0
4695,20,35,0,532,0
4696,20,35,0,535,0
4697,20,35,0,540,0
4698,20,35,0,536,0
4699,20,35,0,534,0
4700,20,35,0,530,0
4701,20,35,0,530,0
4702,20,35,0,532,0
4703,20,35,0,534,0
4704,20,35,0,534,0
4705,20,35,0,536,0
4706,20,35,0,538,0
4707,20,35,0,534,0
4708,20,35,0,538,0
4709,20,35,0,533,0
4710,20,35,0,533,0
4711,20,35,0,533,0
4712,20,35,0,529,0
4713,20,35,0,531,0
4714,20,35,0,535,0
4715,20,35,0,533,0
4716,20,35,0,533,0
4717,20,35,0,534,0
4718,20,35,0,539,0
4719,20,35,0,537,0
4720,20,35,0,533,0
4721,20,35,0,534,0
4722,20,35,0,533,0
4723,20,35,0,535,0
4724,20,35,0,533,0
4725,20,35,0,534,0
4726,20,35,0,534,0
4727,20,35,0,532,0
4728,20,35,0,534,0
4729,20,35,0,531,0
4730,20,35,0,527,0
4731,20,35,0,532,0
4732,20,35,0,524,0
4733,20,35,0,528,0
4734,20,35,0,529,0
4735,20,35,0,529,0
4736,20,35,0,531,0
4737,20,35,0,528,0
4738,20,35,0,532,0
4739,20,35,0,531,0
4740,20,35,0,531,0
4741,20,35,0,527,0
4742,20,35,0,525,0
4743,20,35,0,532,0
4744,20,35,0,537,0
4745,20,35,0,535,0
4746,20,35,0,534,0
4747,20,35,0,532,0
4748,20,35,0,534,0
4749,20,35,0,537,0
4750,20,35,0,531,0
4751,20,35,0,535,0
4752,20,35,0,532,0
4753,20,35,0,535,0
4754,20,36,0,537,0
4755,20,36,0,535,0
4756,20,36,0,533,0
4757,20,36,0,535,0
4758,20,36,0,535,0
4759,20,36,0,532,0
4760,20,36,0,534,0
4761,20,36,0,534,0
4762,20,36,0,531,0
4763,20,36,0,523,0
4764,20,36,0,529,0
4765,20,36,0,533,0
4766,20,36,0,528,0
4767,20,36,0,530,0
4768,20,36,0,530,0
4769,20,36,0,533,0
4770,20,36,0,532,0
4771,20,36,0,524,0
4772,20,36,0,528,0
4773,20,36,0,529,0
4774,20,36,0,529,0
4775,20,36,0,532,0
4776,20,36,0,533,0
4777,20,36,0,536,0
4778,20,36,0,535,0
4779,20,36,0,530,0
4780,20,36,0,532,0
4781,20,36,0,530,0
4782,20,36,0,530,0
4783,20,36,0,533,0
4784,20,36,0,530,0
4785,20,36,0,532,0
4786,20,36,0,527,0
4787,20,36,0,534,0
4788,20,36,0,534,0
4789,20,36,0,535,0
4790,20,36,0,532,0
4791,20,36,0,535,0
4792,20,36,0,535,0
4793,20,36,0,535,0
4794,20,36,0,529,0
4795,20,36,0,528,0
4796,20,36,0,533,0
4797,20,36,0,535,0
4798,20,36,0,538,0
4799,20,36,0,537,0
4800,20,36,0,532,0
4801,20,36,0,534,0
4802,20,36,0,535,0
4803,20,36,0,537,0
4804,20,36,0,542,0
4805,20,36,0,533,0
4806,20,36,0,532,0
4807,20,36,0,535,0
4808,20,36,0,538,0
4809,20,36,0,535,0
4810,20,36,0,537,0
4811,20,36,0,535,0
4812,20,36,0,533,0
4813,20,36,0,534,0
4814,20,36,0,531,0
4815,20,36,0,536,0
4816,20,36,0,535,0
4817,20,36,0,535,0
4818,20,36,0,534,0
4819,20,36,0,530,0
4820,20,36,0,530,0
4821,20,36,0,529,0
4822,20,36,0,528,0
4823,20,36,0,530,0
4824,20,36,0,532,0
4825,20,36,0,532,0
4826,20,36,0,539,0
4827,20,36,0,543,0
4828,20,36,0,534,0
4829,20,36,0,536,0
4830,20,36,0,537,0
4831,20,36,0,543,0
4832,20,36,0,544,0
4833,20,36,0,532,0
4834,20,36,0,532,0
4835,20,36,0,535,0
4836,20,36,0,540,0
4837,20,36,0,535,0
4838,20,36,0,539,0
4839,20,36,0,537,0
4840,20,36,0,539,0
4841,20,36,0,538,0
4842,20,36,0,532,0
4843,20,36,0,535,0
4844,20,36,0,534,0
4845,20,36,0,536,0
4846,20,36,0,531,0
4847,20,36,0,537,0
4848,20,36,0,537,0
4849,20,36,0,538,0
4850,20,36,0,543,0
4851,20,36,0,537,0
4852,20,36,0,535,0
4853,20,36,0,539,0
4854,20,36,0,541,0
4855,20,36,0,539,0
4856,20,36,0,540,0
4857,20,36,0,541,0
4858,20,36,0,540,0
4859,20,36,0,536,0
4860,20,36,0,540,0
4861,20,36,0,540,0
4862,20,36,0,538,0
4863,20,36,0,541,0
4864,20,36,0,537,0
4865,20,36,0,538,0
4866,20,36,0,544,0
4867,20,36,0,534,0
4868,20,36,0,533,0
4869,20,36,0,535,0
4870,20,36,0,540,0
4871,20,36,0,538,0
4872,20,36,0,535,0
4873,20,36,0,536,0
4874,20,36,0,541,0
4875,20,36,0,539,0
4876,20,36,0,541,0
4877,20,36,0,542,0
4878,20,36,0,540,0
4879,20,36,0,532,0
4880,20,36,0,534,0
4881,20,36,0,537,0
4882,20,36,0,542,0
4883,20,36,0,539,0
4884,20,36,0,538,0
4885,20,36,0,541,0
4886,20,36,0,539,0
4887,20,36,0,529,0
4888,20,36,0,535,0
4889,20,36,0,536,0
4890,20,36,0,531,0
4891,20,36,0,532,0
4892,20,36,0,537,0
4893,20,36,0,534,0
4894,20,36,0,534,0
4895,20,36,0,538,0
4896,20,36,0,535,0
4897,20,36,0,537,0
4898,20,36,0,538,0
4899,20,36,0,538,0
4900,20,36,0,545,0
4901,20,36,0,542,0
4902,20,36,0,542,0
4903,20,36,0,539,0
4904,20,36,0,540,0
4905,20,36,0,541,0
4906,20,35,0,546,0
4907,20,36,0,541,0
4908,20,36,0,537,0
4909,20,36,0,541,0
4910,20,36,0,538,0
4911,20,36,0,533,0
4912,20,36,0,537,0
4913,20,36,0,542,0
4914,20,35,0,541,0
4915,20,35,0,542,0
4916,20,35,0,539,0
4917,20,35,0,530,0
4918,20,36,0,535,0
4919,20,35,0,538,0
4920,20,35,0,541,0
4921,20,35,0,540,0
4922,20,35,0,545,0
4923,20,35,0,544,0
4924,20,35,0,543,0
4925,20,35,0,535,0
4926,20,35,0,540,0
4927,20,35,0,540,0
4928,20,35,0,545,0
4929,20,35,0,543,0
4930,20,35,0,542,0
4931,20,35,0,544,0
4932,20,35,0,544,0
4933,20,35,0,542,0
4934,20,35,0,538,0
4935,20,35,0,540,0
4936,20,35,0,543,0
4937,20,35,0,542,0
4938,20,35,0,545,0
4939,20,35,0,532,0
4940,20,35,0,531,0
4941,20,35,0,538,0
4942,20,35,0,538,0
4943,20,35,0,536,0
4944,20,35,0,540,0
4945,20,35,0,540,0
4946,20,35,0,541,0
4947,20,35,0,539,0
4948,20,35,0,539,0
4949,20,35,0,541,0
4950,20,35,0,550,0
4951,20,35,0,547,0
4952,20,35,0,543,0
4953,20,35,0,543,0
4954,20,35,0,541,0
4955,20,35,0,542,0
4956,20,35,0,540,0
4957,20,35,0,538,0
4958,20,35,0,540,0
4959,20,35,0,544,0
4960,20,35,0,544,0
4961,20,35,0,539,0
4962,20,35,0,534,0
4963,20,35,0,539,0
4964,20,35,0,539,0
4965,20,35,0,542,0
4966,20,35,0,543,0
4967,20,35,0,544,0
4968,20,35,0,536,0
4969,20,35,0,539,0
4970,20,35,0,536,0
4971,20,35,0,536,0
4972,20,35,0,536,0
4973,20,35,0,537,0
4974,20,35,0,538,0
4975,20,35,0,536,0
4976,20,35,0,544,0
4977,20,35,0,546,0
4978,20,35,0,544,0
4979,20,35,0,542,0
4980,20,35,0,542,0
4981,20,35,0,541,0
4982,20,35,0,545,0
4983,20,35,0,540,0
4984,20,35,0,538,0
4985,20,35,0,538,0
4986,20,35,0,542,0
4987,20,35,0,545,0
4988,20,35,0,552,0
4989,20,35,0,549,0
4990,20,35,0,542,0
4991,20,35,0,538,0
4992,20,35,0,535,0
4993,20,35,0,539,0
4994,20,35,0,536,0
4995,20,35,0,539,0
4996,20,35,0,540,0
4997,20,35,0,538,0
4998,20,35,0,542,0
4999,20,35,0,547,0
5000,20,35,0,547,0
5001,20,35,0,538,0
5002,20,34,0,537,0
5003,20,34,0,539,0
5004,20,34,0,534,0
5005,20,34,0,539,0
5006,20,35,0,545,0
5007,20,35,0,545,0
5008,20,35,0,545,0
5009,20,34,0,545,0
5010,20,34,0,547,0
5011,20,34,0,544,0
5012,20,34,0,546,0
5013,20,34,0,548,0
5014,20,34,0,544,0
5015,20,34,0,548,0
5016,20,34,0,546,0
5017,20,34,0,539,0
5018,20,34,0,544,0
5019,20,34,0,544,0
5020,20,34,0,541,0
5021,20,34,0,542,0
5022,20,34,0,538,0
5023,20,34,0,542,0
5024,20,34,0,545,0
5025,20,34,0,547,0
5026,20,34,0,542,0
5027,20,34,0,548,0
5028,20,34,0,548,0
5029,20,34,0,542,0
5030,20,34,0,538,0
5031,20,34,0,535,0
5032,20,34,0,540,0
5033,20,34,0,549,0
5034,20,34,0,549,0
5035,20,34,0,539,0
5036,20,34,0,539,0
5037,20,34,0,543,0
5038,20,34,0,548,0
5039,20,34,0,546,0
5040,20,34,0,542,0
5041,20,34,0,544,0
5042,20,34,0,547,0
5043,20,34,0,548,0
5044,20,34,0,544,0
5045,20,34,0,549,0
5046,20,34,0,549,0
5047,20,34,0,546,0
5048,20,34,0,543,0
5049,20,34,0,543,0
5050,20,34,0,547,0
5051,20,34,0,547,0
5052,20,34,0,542,0
5053,20,34,0,543,0
5054,20,34,0,542,0
5055,20,34,0,547,0
5056,20,34,0,551,0
5057,20,34,0,546,0
5058,20,34,0,545,0
5059,20,34,0,545,0
5060,20,34,0,548,0
5061,20,34,0,547,0
5062,20,34,0,554,0
5063,20,34,0,550,0
5064,20,34,0,547,0
5065,20,34,0,547,0
5066,20,34,0,543,0
5067,20,34,0,546,0
5068,20,34,0,543,0
5069,20,34,0,543,0
5070,20,34,0,544,0
5071,20,34,0,547,0
5072,20,34,0,555,0
5073,20,34,0,549,0
5074,20,34,0,552,0
5075,20,34,0,551,0
5076,20,34,0,554,0
5077,20,34,0,550,0
5078,20,34,0,547,0
5079,20,34,0,547,0
5080,20,34,0,546,0
5081,20,34,0,551,0
5082,20,34,0,550,0
5083,20,34,0,549,0
5084,20,34,0,551,0
5085,20,34,0,550,0
5086,20,34,0,552,0
5087,20,34,0,551,0
5088,20,33,0,549,0
5089,20,33,0,548,0
5090,20,33,0,547,0
5091,20,33,0,554,0
5092,20,33,0,552,0
5093,20,33,0,550,0
5094,20,33,0,555,0
5095,20,33,0,555,0
5096,20,33,0,550,0
5097,20,33,0,553,0
5098,20,33,0,551,0
5099,20,33,0,552,0
5100,20,33,0,552,0
5101,20,33,0,557,0
5102,20,33,0,555,0
5103,20,33,0,558,0
5104,20,33,0,557,0
5105,20,33,0,553,0
5106,20,33,0,556,0
5107,20,33,0,554,0
5108,20,33,0,553,0
5109,20,33,0,552,0
5110,20,33,0,554,0
5111,20,33,0,554,0
5112,20,33,0,553,0
5113,20,33,0,553,0
5114,20,33,0,554,0
5115,20,33,0,554,0
5116,20,33,0,555,0
5117,20,33,0,559,0
5118,20,33,0,555,0
5119,20,33,0,553,0
5120,20,33,0,554,0
5121,20,33,0,553,0
5122,20,33,0,556,0
5123,20,33,0,559,0
5124,20,33,0,555,0
5125,20,33,0,557,0
5126,20,33,0,554,0
5127,20,33,0,554,0
5128,20,33,0,557,0
5129,20,33,0,560,0
5130,20,33,0,561,0
5131,20,33,0,555,0
5132,20,33,0,552,0
5133,20,33,0,552,0
5134,20,33,0,559,0
5135,20,33,0,558,0
5136,20,33,0,560,0
5137,20,33,0,563,0
5138,20,33,0,560,0
5139,20,33,0,561,0
5140,20,33,0,564,0
5141,20,33,0,560,0
5142,20,33,0,557,0
5143,20,33,0,559,0
5144,20,33,0,557,0
5145,20,33,0,555,0
5146,20,33,0,558,0
5147,20,33,0,558,0
5148,20,33,0,559,0
5149,20,33,0,557,0
5150,20,33,0,560,0
5151,20,33,0,568,0
5152,20,32,0,565,0
5153,20,33,0,566,0
5154,20,33,0,567,0
5155,20,33,0,567,0
5156,20,32,0,565,0
5157,20,32,0,563,0
5158,20,32,0,564,0
5159,20,32,0,566,0
5160,20,32,0,560,0
5161,20,32,0,566,0
5162,20,32,0,566,0
5163,20,32,0,569,0
5164,20,32,0,564,0
5165,20,32,0,565,0
5166,20,32,0,568,0
5167,20,32,0,568,0
5168,20,32,0,569,0
5169,20,32,0,571,0
5170,20,32,0,568,0
5171,20,32,0,567,0
5172,20,32,0,570,0
5173,20,32,0,570,0
5174,20,32,0,570,0
5175,20,32,0,565,0
5176,20,32,0,564,0
5177,20,32,0,568,0
5178,20,32,0,570,0
5179,20,32,0,562,0
5180,20,32,0,566,0
5181,20,32,0,565,0
5182,20,32,0,570,0
5183,20,32,0,569,0
5184,20,32,0,566,0
5185,20,32,0,565,0
5186,20,32,0,565,0
5187,20,32,0,568,0
5188,20,32,0,568,0
5189,20,32,0,566,0
5190,20,32,0,562,0
5191,20,32,0,563,0
5192,20,32,0,567,0
5193,20,32,0,570,0
5194,20,32,0,569,0
5195,20,32,0,570,0
5196,20,32,0,567,0
5197,20,32,0,566,0
5198,20,32,0,566,0
5199,20,32,0,567,0
5200,20,32,0,572,0
5201,20,32,0,569,0
5202,20,32,0,568,0
5203,20,32,0,565,0
5204,20,32,0,567,0
5205,20,32,0,569,0
5206,20,32,0,569,0
5207,20,32,0,569,0
5208,20,32,0,568,0
5209,20,32,0,569,0
5210,20,32,0,568,0
5211,20,32,0,570,0
5212,20,32,0,567,0
5213,20,32,0,568,0
5214,20,32,0,573,0
5215,20,32,0,569,0
5216,20,32,0,567,0
5217,20,32,0,568,0
5218,20,32,0,564,0
5219,20,32,0,562,0
5220,20,32,0,568,0
5221,20,32,0,571,0
5222,20,32,0,571,0
5223,20,32,0,569,0
5224,20,32,0,569,0
5225,20,32,0,569,0
5226,20,32,0,568,0
5227,20,32,0,568,0
5228,20,32,0,568,0
5229,20,32,0,570,0
5230,20,32,0,573,0
5231,20,32,0,572,0
